site_id,address,station_name,postcode,latitude,longitude,gp_id,brand_name,transaction_date_time,price,fuel_name,FuelId
61401008,116 Old Pacific Hwy & Cottonwood Pl,EG Ampol Oxenford,4210,-27.891187,153.313379,ChIJN7SrbEcRkWsRZ2REIeqwbD4,EG Ampol,2024-10-15T11:30:00,2139.0,Premium Unleaded 98,8.0
61401008,116 Old Pacific Hwy & Cottonwood Pl,EG Ampol Oxenford,4210,-27.891187,153.313379,ChIJN7SrbEcRkWsRZ2REIeqwbD4,EG Ampol,2024-10-15T11:30:00,1909.0,e10,12.0
61401008,116 Old Pacific Hwy & Cottonwood Pl,EG Ampol Oxenford,4210,-27.891187,153.313379,ChIJN7SrbEcRkWsRZ2REIeqwbD4,EG Ampol,2024-10-15T11:30:00,1839.0,Premium Diesel,14.0
61401010,6-8 Ferry Street,Coles Express Nerang,4211,-27.990212,153.337273,ChIJf8ydjFsakWsRePlUFIOOv_8,Coles Express,2024-10-14T23:15:46.79,1919.0,Unleaded,2.0
61401010,6-8 Ferry Street,Coles Express Nerang,4211,-27.990212,153.337273,ChIJf8ydjFsakWsRePlUFIOOv_8,Coles Express,2024-10-14T23:15:46.79,1879.0,Diesel,3.0
61401010,6-8 Ferry Street,Coles Express Nerang,4211,-27.990212,153.337273,ChIJf8ydjFsakWsRePlUFIOOv_8,Coles Express,2024-10-14T23:15:46.79,2089.0,Premium Unleaded 95,5.0
61401010,6-8 Ferry Street,Coles Express Nerang,4211,-27.990212,153.337273,ChIJf8ydjFsakWsRePlUFIOOv_8,Coles Express,2024-10-14T23:15:46.79,2149.0,Premium Unleaded 98,8.0
61401011, Cnr Pappas Wy West & Hinkler Dr,Ampol Foodary Nerang South,4211,-28.007124,153.341326,ChIJmcFO0aobkWsR5QHsw20GZpc,Ampol,2024-10-14T23:47:00,1909.0,Unleaded,2.0
61401011, Cnr Pappas Wy West & Hinkler Dr,Ampol Foodary Nerang South,4211,-28.007124,153.341326,ChIJmcFO0aobkWsR5QHsw20GZpc,Ampol,2024-10-14T23:47:00,2059.0,Premium Unleaded 95,5.0
61401011, Cnr Pappas Wy West & Hinkler Dr,Ampol Foodary Nerang South,4211,-28.007124,153.341326,ChIJmcFO0aobkWsR5QHsw20GZpc,Ampol,2024-10-14T23:47:00,2139.0,Premium Unleaded 98,8.0
61401011, Cnr Pappas Wy West & Hinkler Dr,Ampol Foodary Nerang South,4211,-28.007124,153.341326,ChIJmcFO0aobkWsR5QHsw20GZpc,Ampol,2024-10-14T23:47:00,1889.0,e10,12.0
61401011, Cnr Pappas Wy West & Hinkler Dr,Ampol Foodary Nerang South,4211,-28.007124,153.341326,ChIJmcFO0aobkWsR5QHsw20GZpc,Ampol,2024-10-14T20:52:00,1899.0,Premium Diesel,14.0
61401013,75 T E Peters Dr,Caltex Broadbeach Waters,4218,-28.026646,153.420582,ChIJLyAIcOEEkWsRzktwv1eH8Qs,Caltex,2024-10-14T01:29:55,1799.0,Unleaded,2.0
61401013,75 T E Peters Dr,Caltex Broadbeach Waters,4218,-28.026646,153.420582,ChIJLyAIcOEEkWsRzktwv1eH8Qs,Caltex,2024-10-14T01:29:55,2029.0,Premium Unleaded 98,8.0
61401013,75 T E Peters Dr,Caltex Broadbeach Waters,4218,-28.026646,153.420582,ChIJLyAIcOEEkWsRzktwv1eH8Qs,Caltex,2024-10-14T01:29:55,1779.0,e10,12.0
61401013,75 T E Peters Dr,Caltex Broadbeach Waters,4218,-28.026646,153.420582,ChIJLyAIcOEEkWsRzktwv1eH8Qs,Caltex,2024-10-14T01:29:55,1899.0,Premium Diesel,14.0
61401014,Hooker Bvd & Sunshine Bvd,7-Eleven Broadbeach,4218,-28.035668,153.425077,ChIJ3a45ju8EkWsR9fEtWBeSCSg,7 Eleven,2024-10-14T18:28:01.473,1839.0,Unleaded,2.0
61401014,Hooker Bvd & Sunshine Bvd,7-Eleven Broadbeach,4218,-28.035668,153.425077,ChIJ3a45ju8EkWsR9fEtWBeSCSg,7 Eleven,2024-10-14T18:28:01.473,1119.0,LPG,4.0
61401014,Hooker Bvd & Sunshine Bvd,7-Eleven Broadbeach,4218,-28.035668,153.425077,ChIJ3a45ju8EkWsR9fEtWBeSCSg,7 Eleven,2024-10-14T18:28:01.473,2049.0,Premium Unleaded 98,8.0
61401014,Hooker Bvd & Sunshine Bvd,7-Eleven Broadbeach,4218,-28.035668,153.425077,ChIJ3a45ju8EkWsR9fEtWBeSCSg,7 Eleven,2024-10-14T18:28:01.473,1819.0,e10,12.0
61401014,Hooker Bvd & Sunshine Bvd,7-Eleven Broadbeach,4218,-28.035668,153.425077,ChIJ3a45ju8EkWsR9fEtWBeSCSg,7 Eleven,2024-10-14T23:50:00,1899.0,Premium Diesel,14.0
61401015,24 Railway Street,Ampol Foodary Mudgeeraba,4213,-28.074705,153.363871,ChIJ3xd68pQckWsRh2oOt-LLo_0,Ampol,2024-10-15T08:09:00,1839.0,Unleaded,2.0
61401015,24 Railway Street,Ampol Foodary Mudgeeraba,4213,-28.074705,153.363871,ChIJ3xd68pQckWsRh2oOt-LLo_0,Ampol,2024-10-15T08:09:00,1999.0,Premium Unleaded 95,5.0
61401015,24 Railway Street,Ampol Foodary Mudgeeraba,4213,-28.074705,153.363871,ChIJ3xd68pQckWsRh2oOt-LLo_0,Ampol,2024-10-15T08:09:00,2079.0,Premium Unleaded 98,8.0
61401015,24 Railway Street,Ampol Foodary Mudgeeraba,4213,-28.074705,153.363871,ChIJ3xd68pQckWsRh2oOt-LLo_0,Ampol,2024-10-15T08:09:00,1819.0,e10,12.0
61401015,24 Railway Street,Ampol Foodary Mudgeeraba,4213,-28.074705,153.363871,ChIJ3xd68pQckWsRh2oOt-LLo_0,Ampol,2024-10-15T04:10:00,1919.0,Premium Diesel,14.0
61401017,2 Penny Lane,Ampol Foodary Reedy Creek South,4227,-28.104933,153.406288,ChIJPYcjpicDkWsRtOAdwr-qUpk,Ampol,2024-10-14T14:01:00,1839.0,Unleaded,2.0
61401017,2 Penny Lane,Ampol Foodary Reedy Creek South,4227,-28.104933,153.406288,ChIJPYcjpicDkWsRtOAdwr-qUpk,Ampol,2024-10-14T14:01:00,1839.0,Diesel,3.0
61401017,2 Penny Lane,Ampol Foodary Reedy Creek South,4227,-28.104933,153.406288,ChIJPYcjpicDkWsRtOAdwr-qUpk,Ampol,2024-10-14T14:01:00,1989.0,Premium Unleaded 95,5.0
61401017,2 Penny Lane,Ampol Foodary Reedy Creek South,4227,-28.104933,153.406288,ChIJPYcjpicDkWsRtOAdwr-qUpk,Ampol,2024-10-14T14:01:00,2069.0,Premium Unleaded 98,8.0
61401017,2 Penny Lane,Ampol Foodary Reedy Creek South,4227,-28.104933,153.406288,ChIJPYcjpicDkWsRtOAdwr-qUpk,Ampol,2024-10-14T14:01:00,1819.0,e10,12.0
61401017,2 Penny Lane,Ampol Foodary Reedy Creek South,4227,-28.104933,153.406288,ChIJPYcjpicDkWsRtOAdwr-qUpk,Ampol,2024-10-14T14:01:00,1869.0,Premium Diesel,14.0
61401019,Mattocks Rd & Cassia Dr,Freedom Fuels Varsity Lakes,4220,-28.099718,153.419199,ChIJp3mJxhkDkWsRualNMnFcTfE,Freedom Fuels,2024-10-14T20:58:14.247,1819.0,Unleaded,2.0
61401019,Mattocks Rd & Cassia Dr,Freedom Fuels Varsity Lakes,4220,-28.099718,153.419199,ChIJp3mJxhkDkWsRualNMnFcTfE,Freedom Fuels,2024-10-10T23:01:24,1899.0,Diesel,3.0
61401019,Mattocks Rd & Cassia Dr,Freedom Fuels Varsity Lakes,4220,-28.099718,153.419199,ChIJp3mJxhkDkWsRualNMnFcTfE,Freedom Fuels,2024-09-18T01:01:37.757,1499.0,LPG,4.0
61401019,Mattocks Rd & Cassia Dr,Freedom Fuels Varsity Lakes,4220,-28.099718,153.419199,ChIJp3mJxhkDkWsRualNMnFcTfE,Freedom Fuels,2024-10-14T20:58:14.247,1969.0,Premium Unleaded 95,5.0
61401019,Mattocks Rd & Cassia Dr,Freedom Fuels Varsity Lakes,4220,-28.099718,153.419199,ChIJp3mJxhkDkWsRualNMnFcTfE,Freedom Fuels,2024-10-14T20:58:14.247,1799.0,e10,12.0
61401020,22 Heathwood Dr,Ampol Foodary Coomera,4209,-27.874732,153.312487,ChIJ0ex7ClkRkWsRkcqy2qn5GQI,Ampol,2024-10-15T05:12:00,1929.0,Unleaded,2.0
61401020,22 Heathwood Dr,Ampol Foodary Coomera,4209,-27.874732,153.312487,ChIJ0ex7ClkRkWsRkcqy2qn5GQI,Ampol,2024-10-15T05:12:00,2079.0,Premium Unleaded 95,5.0
61401020,22 Heathwood Dr,Ampol Foodary Coomera,4209,-27.874732,153.312487,ChIJ0ex7ClkRkWsRkcqy2qn5GQI,Ampol,2024-10-15T05:12:00,2159.0,Premium Unleaded 98,8.0
61401020,22 Heathwood Dr,Ampol Foodary Coomera,4209,-27.874732,153.312487,ChIJ0ex7ClkRkWsRkcqy2qn5GQI,Ampol,2024-10-15T05:12:00,1909.0,e10,12.0
61401020,22 Heathwood Dr,Ampol Foodary Coomera,4209,-27.874732,153.312487,ChIJ0ex7ClkRkWsRkcqy2qn5GQI,Ampol,2024-10-14T22:22:00,1899.0,Premium Diesel,14.0
61401023,10 Lae Drive,EG Ampol Runaway Bay,4216,-27.912823,153.401908,ChIJA31QHiMOkWsRJQMRLXIiEIY,EG Ampol,2024-10-15T11:30:00,1999.0,Unleaded,2.0
61401023,10 Lae Drive,EG Ampol Runaway Bay,4216,-27.912823,153.401908,ChIJA31QHiMOkWsRJQMRLXIiEIY,EG Ampol,2024-10-15T11:30:00,1099.0,LPG,4.0
61401023,10 Lae Drive,EG Ampol Runaway Bay,4216,-27.912823,153.401908,ChIJA31QHiMOkWsRJQMRLXIiEIY,EG Ampol,2024-10-15T11:30:00,2129.0,Premium Unleaded 95,5.0
61401023,10 Lae Drive,EG Ampol Runaway Bay,4216,-27.912823,153.401908,ChIJA31QHiMOkWsRJQMRLXIiEIY,EG Ampol,2024-10-15T11:30:00,2229.0,Premium Unleaded 98,8.0
61401023,10 Lae Drive,EG Ampol Runaway Bay,4216,-27.912823,153.401908,ChIJA31QHiMOkWsRJQMRLXIiEIY,EG Ampol,2024-10-15T11:30:00,1979.0,e10,12.0
61401023,10 Lae Drive,EG Ampol Runaway Bay,4216,-27.912823,153.401908,ChIJA31QHiMOkWsRJQMRLXIiEIY,EG Ampol,2024-10-15T11:30:00,1899.0,Premium Diesel,14.0
61401024,20 Bayview St & Broadwater St,7-Eleven Runaway Bay,4216,-27.923584,153.403769,ChIJizAvIDAOkWsRhwumFMl2pWM,7 Eleven,2024-10-14T18:28:01.473,1999.0,Unleaded,2.0
61401024,20 Bayview St & Broadwater St,7-Eleven Runaway Bay,4216,-27.923584,153.403769,ChIJizAvIDAOkWsRhwumFMl2pWM,7 Eleven,2024-10-14T18:28:01.473,1039.0,LPG,4.0
61401024,20 Bayview St & Broadwater St,7-Eleven Runaway Bay,4216,-27.923584,153.403769,ChIJizAvIDAOkWsRhwumFMl2pWM,7 Eleven,2024-10-14T18:28:01.473,2209.0,Premium Unleaded 98,8.0
61401024,20 Bayview St & Broadwater St,7-Eleven Runaway Bay,4216,-27.923584,153.403769,ChIJizAvIDAOkWsRhwumFMl2pWM,7 Eleven,2024-10-14T18:28:01.473,1979.0,e10,12.0
61401024,20 Bayview St & Broadwater St,7-Eleven Runaway Bay,4216,-27.923584,153.403769,ChIJizAvIDAOkWsRhwumFMl2pWM,7 Eleven,2024-10-14T18:28:01.473,1899.0,Premium Diesel,14.0
61401025,150 Brisbane Rd,Ampol Foodary Labrador North,4215,-27.935041,153.390893,ChIJpY_SDSoQkWsRHx4w5ylQzaw,Ampol,2024-10-15T07:08:00,1689.0,Unleaded,2.0
61401025,150 Brisbane Rd,Ampol Foodary Labrador North,4215,-27.935041,153.390893,ChIJpY_SDSoQkWsRHx4w5ylQzaw,Ampol,2024-10-15T07:08:00,1859.0,Premium Unleaded 95,5.0
61401025,150 Brisbane Rd,Ampol Foodary Labrador North,4215,-27.935041,153.390893,ChIJpY_SDSoQkWsRHx4w5ylQzaw,Ampol,2024-10-15T07:08:00,1939.0,Premium Unleaded 98,8.0
61401025,150 Brisbane Rd,Ampol Foodary Labrador North,4215,-27.935041,153.390893,ChIJpY_SDSoQkWsRHx4w5ylQzaw,Ampol,2024-10-14T22:22:00,1939.0,Premium Diesel,14.0
61401029,168 Marine Pde,Caltex Southport,4215,-27.956955,153.409438,ChIJ_c2W-ukPkWsR4USvrBWBI-o,Caltex,2024-10-13T23:44:42.533,1679.0,Unleaded,2.0
61401029,168 Marine Pde,Caltex Southport,4215,-27.956955,153.409438,ChIJ_c2W-ukPkWsR4USvrBWBI-o,Caltex,2024-10-13T23:44:42.533,1899.0,Premium Unleaded 98,8.0
61401029,168 Marine Pde,Caltex Southport,4215,-27.956955,153.409438,ChIJ_c2W-ukPkWsR4USvrBWBI-o,Caltex,2024-10-13T23:44:42.533,1659.0,e10,12.0
61401029,168 Marine Pde,Caltex Southport,4215,-27.956955,153.409438,ChIJ_c2W-ukPkWsR4USvrBWBI-o,Caltex,2024-10-13T23:44:42.533,1749.0,Premium Diesel,14.0
61401030,2 Spencer Rd,Metro Nerang,4211,-27.996955,153.340494,ChIJVVUFDlcakWsRPYjB3n-z9eg,Metro Fuel,2024-10-14T04:25:35,1599.0,Unleaded,2.0
61401030,2 Spencer Rd,Metro Nerang,4211,-27.996955,153.340494,ChIJVVUFDlcakWsRPYjB3n-z9eg,Metro Fuel,2024-10-14T04:25:35,1649.0,Diesel,3.0
61401030,2 Spencer Rd,Metro Nerang,4211,-27.996955,153.340494,ChIJVVUFDlcakWsRPYjB3n-z9eg,Metro Fuel,2024-10-14T04:25:35,1799.0,Premium Unleaded 98,8.0
61401030,2 Spencer Rd,Metro Nerang,4211,-27.996955,153.340494,ChIJVVUFDlcakWsRPYjB3n-z9eg,Metro Fuel,2024-10-14T04:25:35,1579.0,e10,12.0
61401030,2 Spencer Rd,Metro Nerang,4211,-27.996955,153.340494,ChIJVVUFDlcakWsRPYjB3n-z9eg,Metro Fuel,2024-10-14T04:25:35,1665.0,Premium Diesel,14.0
61401033, Henry Hester Drv (Cnr Macpherson Rd),Coles Express Yatala,4207,-27.729217,153.224298,ChIJD1lUHIxqkWsRGwxZe5wQ8pc,Coles Express,2024-10-13T22:15:44.24,1939.0,Unleaded,2.0
61401033, Henry Hester Drv (Cnr Macpherson Rd),Coles Express Yatala,4207,-27.729217,153.224298,ChIJD1lUHIxqkWsRGwxZe5wQ8pc,Coles Express,2024-10-13T22:15:44.24,1799.0,Diesel,3.0
61401033, Henry Hester Drv (Cnr Macpherson Rd),Coles Express Yatala,4207,-27.729217,153.224298,ChIJD1lUHIxqkWsRGwxZe5wQ8pc,Coles Express,2024-10-13T22:15:44.24,2069.0,Premium Unleaded 95,5.0
61401033, Henry Hester Drv (Cnr Macpherson Rd),Coles Express Yatala,4207,-27.729217,153.224298,ChIJD1lUHIxqkWsRGwxZe5wQ8pc,Coles Express,2024-10-13T22:15:44.24,2169.0,Premium Unleaded 98,8.0
61401033, Henry Hester Drv (Cnr Macpherson Rd),Coles Express Yatala,4207,-27.729217,153.224298,ChIJD1lUHIxqkWsRGwxZe5wQ8pc,Coles Express,2024-10-13T22:15:44.24,1919.0,e10,12.0
61401035,69 Johnston St,BP Johnston Street,4215,-27.964992,153.404009,ChIJ49iE-e8PkWsRxqpWLPQMlsg,BP,2024-10-14T00:25:53.79,1567.0,Unleaded,2.0
61401035,69 Johnston St,BP Johnston Street,4215,-27.964992,153.404009,ChIJ49iE-e8PkWsRxqpWLPQMlsg,BP,2024-10-14T00:25:53.79,1665.0,Diesel,3.0
61401035,69 Johnston St,BP Johnston Street,4215,-27.964992,153.404009,ChIJ49iE-e8PkWsRxqpWLPQMlsg,BP,2024-10-15T08:15:18.34,9999.0,Premium Unleaded 98,8.0
61401035,69 Johnston St,BP Johnston Street,4215,-27.964992,153.404009,ChIJ49iE-e8PkWsRxqpWLPQMlsg,BP,2024-10-14T00:25:53.79,1715.0,Premium Diesel,14.0
61401038,174 Nerang Street,Southport Metro,4215,-27.974009,153.402823,ChIJaQmTAh4PkWsR8Nmf8-JjrfQ,Metro Fuel,2024-10-03T03:56:30,1569.0,Unleaded,2.0
61401038,174 Nerang Street,Southport Metro,4215,-27.974009,153.402823,ChIJaQmTAh4PkWsR8Nmf8-JjrfQ,Metro Fuel,2024-10-03T03:56:30,1549.0,e10,12.0
61401038,174 Nerang Street,Southport Metro,4215,-27.974009,153.402823,ChIJaQmTAh4PkWsR8Nmf8-JjrfQ,Metro Fuel,2024-10-03T03:56:30,1665.0,Premium Diesel,14.0
61401039,34 Ferry Rd & Meron St,Coles Express Southport,4215,-27.974753,153.410762,ChIJmS8cNfQPkWsRliPAZM_AXgg,Coles Express,2024-10-14T00:45:43.897,1679.0,Unleaded,2.0
61401039,34 Ferry Rd & Meron St,Coles Express Southport,4215,-27.974753,153.410762,ChIJmS8cNfQPkWsRliPAZM_AXgg,Coles Express,2024-10-14T00:45:43.897,1819.0,Diesel,3.0
61401039,34 Ferry Rd & Meron St,Coles Express Southport,4215,-27.974753,153.410762,ChIJmS8cNfQPkWsRliPAZM_AXgg,Coles Express,2024-10-14T00:45:43.897,1809.0,Premium Unleaded 95,5.0
61401039,34 Ferry Rd & Meron St,Coles Express Southport,4215,-27.974753,153.410762,ChIJmS8cNfQPkWsRliPAZM_AXgg,Coles Express,2024-10-14T00:45:43.897,1909.0,Premium Unleaded 98,8.0
61401044,170 Cotlew Street,BP Ashmore Village,4214,-27.986755,153.382258,ChIJkWHPwrAakWsRxG7qEGit2Gg,BP,2024-10-14T23:47:11,1639.0,Unleaded,2.0
61401044,170 Cotlew Street,BP Ashmore Village,4214,-27.986755,153.382258,ChIJkWHPwrAakWsRxG7qEGit2Gg,BP,2024-10-14T23:47:11,1779.0,Premium Unleaded 95,5.0
61401044,170 Cotlew Street,BP Ashmore Village,4214,-27.986755,153.382258,ChIJkWHPwrAakWsRxG7qEGit2Gg,BP,2024-10-14T23:47:11,1849.0,Premium Unleaded 98,8.0
61401044,170 Cotlew Street,BP Ashmore Village,4214,-27.986755,153.382258,ChIJkWHPwrAakWsRxG7qEGit2Gg,BP,2024-10-14T23:47:11,1629.0,e10,12.0
61401044,170 Cotlew Street,BP Ashmore Village,4214,-27.986755,153.382258,ChIJkWHPwrAakWsRxG7qEGit2Gg,BP,2024-10-14T23:47:11,1839.0,Premium Diesel,14.0
61401046, Ashmore Rd (Cnr Glyn St),Coles Express Benowa,4217,-28.010219,153.392748,ChIJ_9HNyCwFkWsRMj6sAPtllTI,Coles Express,2024-10-09T23:20:37.863,1839.0,Unleaded,2.0
61401046, Ashmore Rd (Cnr Glyn St),Coles Express Benowa,4217,-28.010219,153.392748,ChIJ_9HNyCwFkWsRMj6sAPtllTI,Coles Express,2024-10-09T23:20:37.863,1899.0,Diesel,3.0
61401046, Ashmore Rd (Cnr Glyn St),Coles Express Benowa,4217,-28.010219,153.392748,ChIJ_9HNyCwFkWsRMj6sAPtllTI,Coles Express,2024-10-09T23:20:37.863,1969.0,Premium Unleaded 95,5.0
61401046, Ashmore Rd (Cnr Glyn St),Coles Express Benowa,4217,-28.010219,153.392748,ChIJ_9HNyCwFkWsRMj6sAPtllTI,Coles Express,2024-10-09T23:20:37.863,2069.0,Premium Unleaded 98,8.0
61401046, Ashmore Rd (Cnr Glyn St),Coles Express Benowa,4217,-28.010219,153.392748,ChIJ_9HNyCwFkWsRMj6sAPtllTI,Coles Express,2024-10-09T23:20:37.863,1819.0,e10,12.0
61401047,133 Ashmore Rd,BP Benowa,4217,-28.009009,153.398326,ChIJYUYTis4akWsReM8nTV2qSj4,BP,2024-10-15T11:30:48.217,1999.0,Premium Unleaded 95,5.0
61401047,133 Ashmore Rd,BP Benowa,4217,-28.009009,153.398326,ChIJYUYTis4akWsReM8nTV2qSj4,BP,2024-10-15T11:30:48.217,2089.0,Premium Unleaded 98,8.0
61401047,133 Ashmore Rd,BP Benowa,4217,-28.009009,153.398326,ChIJYUYTis4akWsReM8nTV2qSj4,BP,2024-10-15T11:30:48.217,1819.0,e10,12.0
61401047,133 Ashmore Rd,BP Benowa,4217,-28.009009,153.398326,ChIJYUYTis4akWsReM8nTV2qSj4,BP,2024-10-15T11:30:48.217,1899.0,Premium Diesel,14.0
61401051,94-102 Ferny Avenue,7-Eleven Surfers Paradise,4217,-27.995442,153.427467,ChIJZ-n31nEFkWsRJvG8Lcypvys,7 Eleven,2024-10-14T18:28:01.473,1834.0,Unleaded,2.0
61401051,94-102 Ferny Avenue,7-Eleven Surfers Paradise,4217,-27.995442,153.427467,ChIJZ-n31nEFkWsRJvG8Lcypvys,7 Eleven,2024-10-14T18:28:01.473,1974.0,Premium Unleaded 95,5.0
61401051,94-102 Ferny Avenue,7-Eleven Surfers Paradise,4217,-27.995442,153.427467,ChIJZ-n31nEFkWsRJvG8Lcypvys,7 Eleven,2024-10-14T18:28:01.473,2054.0,Premium Unleaded 98,8.0
61401051,94-102 Ferny Avenue,7-Eleven Surfers Paradise,4217,-27.995442,153.427467,ChIJZ-n31nEFkWsRJvG8Lcypvys,7 Eleven,2024-10-14T18:28:01.473,1794.0,e10,12.0
61401051,94-102 Ferny Avenue,7-Eleven Surfers Paradise,4217,-27.995442,153.427467,ChIJZ-n31nEFkWsRJvG8Lcypvys,7 Eleven,2024-10-14T18:28:01.473,1859.0,Premium Diesel,14.0
61401053, 2824 Gold Coast Hwy (Cnr Monaco St),Coles Express Surfers Paradise,4217,-28.017546,153.429031,ChIJXQOUHQUFkWsRzrSm6HySyJg,Coles Express,2024-10-09T04:45:42.51,1839.0,Unleaded,2.0
61401053, 2824 Gold Coast Hwy (Cnr Monaco St),Coles Express Surfers Paradise,4217,-28.017546,153.429031,ChIJXQOUHQUFkWsRzrSm6HySyJg,Coles Express,2024-10-09T04:45:42.51,1859.0,Diesel,3.0
61401053, 2824 Gold Coast Hwy (Cnr Monaco St),Coles Express Surfers Paradise,4217,-28.017546,153.429031,ChIJXQOUHQUFkWsRzrSm6HySyJg,Coles Express,2024-10-09T04:45:42.51,1969.0,Premium Unleaded 95,5.0
61401053, 2824 Gold Coast Hwy (Cnr Monaco St),Coles Express Surfers Paradise,4217,-28.017546,153.429031,ChIJXQOUHQUFkWsRzrSm6HySyJg,Coles Express,2024-10-09T04:45:42.51,2069.0,Premium Unleaded 98,8.0
61401053, 2824 Gold Coast Hwy (Cnr Monaco St),Coles Express Surfers Paradise,4217,-28.017546,153.429031,ChIJXQOUHQUFkWsRzrSm6HySyJg,Coles Express,2024-10-09T04:45:42.51,1819.0,e10,12.0
61401054,2745 Gold Coast Hwy,Ampol Foodary Broadbeach,4218,-28.025426,153.429381,ChIJSdt8ef0EkWsRMHmaWO6-c-k,Ampol,2024-10-14T14:01:00,1839.0,Unleaded,2.0
61401054,2745 Gold Coast Hwy,Ampol Foodary Broadbeach,4218,-28.025426,153.429381,ChIJSdt8ef0EkWsRMHmaWO6-c-k,Ampol,2024-10-14T14:01:00,1989.0,Premium Unleaded 95,5.0
61401054,2745 Gold Coast Hwy,Ampol Foodary Broadbeach,4218,-28.025426,153.429381,ChIJSdt8ef0EkWsRMHmaWO6-c-k,Ampol,2024-10-14T14:01:00,2069.0,Premium Unleaded 98,8.0
61401054,2745 Gold Coast Hwy,Ampol Foodary Broadbeach,4218,-28.025426,153.429381,ChIJSdt8ef0EkWsRMHmaWO6-c-k,Ampol,2024-10-14T14:01:00,1819.0,e10,12.0
61401054,2745 Gold Coast Hwy,Ampol Foodary Broadbeach,4218,-28.025426,153.429381,ChIJSdt8ef0EkWsRMHmaWO6-c-k,Ampol,2024-10-14T22:11:00,1939.0,Premium Diesel,14.0
61401057,2142 Gold Coast Highway,Coles Express Miami,4220,-28.063796,153.437818,ChIJcwFrOIcEkWsRiqmN8GwJnRE,Coles Express,2024-10-14T03:20:39.853,1799.0,Unleaded,2.0
61401057,2142 Gold Coast Highway,Coles Express Miami,4220,-28.063796,153.437818,ChIJcwFrOIcEkWsRiqmN8GwJnRE,Coles Express,2024-10-14T03:20:39.853,1899.0,Diesel,3.0
61401057,2142 Gold Coast Highway,Coles Express Miami,4220,-28.063796,153.437818,ChIJcwFrOIcEkWsRiqmN8GwJnRE,Coles Express,2024-10-14T03:20:39.853,1929.0,Premium Unleaded 95,5.0
61401057,2142 Gold Coast Highway,Coles Express Miami,4220,-28.063796,153.437818,ChIJcwFrOIcEkWsRiqmN8GwJnRE,Coles Express,2024-10-14T03:20:39.853,2029.0,Premium Unleaded 98,8.0
61401057,2142 Gold Coast Highway,Coles Express Miami,4220,-28.063796,153.437818,ChIJcwFrOIcEkWsRiqmN8GwJnRE,Coles Express,2024-10-14T03:20:39.853,1779.0,e10,12.0
61401061,519 Olsen Avenue,Pearl Energy Southport,4214,-27.976148787128714,153.380977,ChIJu95DOdUbkWsRw9mNXgTZlf4,Pearl Energy,2024-10-11T12:31:53,1567.0,Unleaded,2.0
